# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2605636	2633847	-	XP_036370369.1		XM_036514476.1	zinc finger protein 708-like	LOC115225573	115225573		1677	558	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2648834	2670661	+					LOC115225753	115225753		21828		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2648834	2670661	+	XM_029796697.2		XP_029652557.1	1-deoxyxylulose-5-phosphate synthase YajO-like	LOC115225753	115225753		1626	1626	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2649033	2668563	+	XP_029652557.1		XM_029796697.2	1-deoxyxylulose-5-phosphate synthase YajO-like	LOC115225753	115225753		1080	359	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2673843	2694224	+					LOC115225752	115225752		20382		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2673843	2694224	+	XM_029796696.2		XP_029652556.1	1-deoxyxylulose-5-phosphate synthase YajO-like	LOC115225752	115225752		1501	1501	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2674077	2694043	+	XP_029652556.1		XM_029796696.2	1-deoxyxylulose-5-phosphate synthase YajO-like	LOC115225752	115225752		1086	361	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701535	2716444	+					LOC115225755	115225755		14910		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701535	2716444	+	XM_029796699.2		XP_029652559.1	kielin/chordin-like protein, transcript variant X1	LOC115225755	115225755		1106	1106	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701535	2716444	+	XM_036514444.1		XP_036370337.1	kielin/chordin-like protein, transcript variant X3	LOC115225755	115225755		968	968	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701535	2716444	+	XM_029796701.2		XP_029652561.1	kielin/chordin-like protein, transcript variant X5	LOC115225755	115225755		959	959	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701535	2716444	+	XM_036514445.1		XP_036370338.1	kielin/chordin-like protein, transcript variant X4	LOC115225755	115225755		965	965	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701537	2716444	+	XM_029796700.2		XP_029652560.1	kielin/chordin-like protein, transcript variant X2	LOC115225755	115225755		1101	1101	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701642	2715396	+	XP_029652559.1		XM_029796699.2	kielin/chordin-like protein isoform X1	LOC115225755	115225755		882	293	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701642	2715396	+	XP_036370337.1		XM_036514444.1	kielin/chordin-like protein isoform X3	LOC115225755	115225755		744	247	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701642	2715396	+	XP_029652561.1		XM_029796701.2	kielin/chordin-like protein isoform X5	LOC115225755	115225755		735	244	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701642	2715396	+	XP_036370338.1		XM_036514445.1	kielin/chordin-like protein isoform X4	LOC115225755	115225755		741	246	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2701642	2715396	+	XP_029652560.1		XM_029796700.2	kielin/chordin-like protein isoform X2	LOC115225755	115225755		879	292	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2738345	2746018	-					LOC115225545	115225545		7674		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2738345	2746018	-	XM_029796468.2		XP_029652328.1	kielin/chordin-like protein	LOC115225545	115225545		690	690	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2740009	2745916	-	XP_029652328.1		XM_029796468.2	kielin/chordin-like protein	LOC115225545	115225545		489	162	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2765331	2775371	+					LOC115225898	115225898		10041		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2765331	2775371	+	XM_029796900.2		XP_029652760.1	brorin	LOC115225898	115225898		760	760	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2765535	2773327	+	XP_029652760.1		XM_029796900.2	brorin	LOC115225898	115225898		441	146	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2779113	2782186	+					LOC115225779	115225779		3074		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2779113	2782186	+	XM_029796732.2		XP_029652592.1	zinc finger protein 271-like	LOC115225779	115225779		1770	1770	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2780975	2782078	+	XP_029652592.1		XM_029796732.2	zinc finger protein 271-like	LOC115225779	115225779		1104	367	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2793234	2800030	+					LOC115225833	115225833		6797		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2793234	2800030	+	XM_036514436.1		XP_036370329.1	zinc finger protein 239-like, transcript variant X2	LOC115225833	115225833		1910	1910	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2793741	2800030	+	XM_029796815.2		XP_029652675.1	zinc finger protein 239-like, transcript variant X1	LOC115225833	115225833		1926	1926	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2798750	2799859	+	XP_029652675.1		XM_029796815.2	zinc finger protein 239-like	LOC115225833	115225833		1110	369	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2798750	2799859	+	XP_036370329.1		XM_036514436.1	zinc finger protein 239-like	LOC115225833	115225833		1110	369	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2803930	2806680	+					LOC115225576	115225576		2751		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2803930	2806680	+	XM_029796498.2		XP_029652358.1	zinc finger protein 239-like	LOC115225576	115225576		2190	2190	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2804083	2805240	+	XP_029652358.1		XM_029796498.2	zinc finger protein 239-like	LOC115225576	115225576		1158	385	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2808743	2855081	-					LOC115225856	115225856		46339		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2808743	2855081	-	XM_029796847.2		XP_029652707.2	zinc finger protein 271-like	LOC115225856	115225856		1897	1897	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2808909	2855081	-	XP_029652707.2		XM_029796847.2	zinc finger protein 271-like	LOC115225856	115225856		1731	576	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2856426	2924736	+					LOC115225881	115225881		68311		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2856426	2924736	+	XM_036514422.1		XP_036370315.1	zinc finger protein 91-like	LOC115225881	115225881		3237	3237	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2859197	2924505	+	XP_036370315.1		XM_036514422.1	zinc finger protein 91-like	LOC115225881	115225881		2118	705	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2870146	2894567	-					LOC118768289	118768289		24422		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2870146	2894567	-	XR_005004120.1			uncharacterized LOC118768289	LOC118768289	118768289		149	149	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2876730	2932127	+					LOC115225819	115225819		55398		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2876730	2932127	+	XM_036514449.1		XP_036370342.1	zinc finger protein 723-like, transcript variant X4	LOC115225819	115225819		2008	2008	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2915276	2937673	-					LOC115225845	115225845		22398		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2915276	2937673	-	XM_036514434.1		XP_036370327.1	zinc finger protein 271-like, transcript variant X2	LOC115225845	115225845		1636	1636	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2927850	2932127	+	XM_029796789.2		XP_029652649.1	zinc finger protein 723-like, transcript variant X1	LOC115225819	115225819		2205	2205	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2927867	2932127	+	XM_036514448.1		XP_036370341.1	zinc finger protein 723-like, transcript variant X3	LOC115225819	115225819		2039	2039	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2928938	2932127	+	XM_029796790.2		XP_029652650.1	zinc finger protein 723-like, transcript variant X2	LOC115225819	115225819		2182	2182	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2930809	2931513	+	XP_029652649.1		XM_029796789.2	zinc finger protein 723-like	LOC115225819	115225819		705	234	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2930809	2931513	+	XP_029652650.1		XM_029796790.2	zinc finger protein 723-like	LOC115225819	115225819		705	234	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2930809	2931513	+	XP_036370341.1		XM_036514448.1	zinc finger protein 723-like	LOC115225819	115225819		705	234	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2930809	2931513	+	XP_036370342.1		XM_036514449.1	zinc finger protein 723-like	LOC115225819	115225819		705	234	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2935182	2937673	-	XM_029796832.2		XP_029652692.1	zinc finger protein 271-like, transcript variant X1	LOC115225845	115225845		1880	1880	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2936117	2937367	-	XP_029652692.1		XM_029796832.2	zinc finger protein 271-like	LOC115225845	115225845		1251	416	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2936117	2937367	-	XP_036370327.1		XM_036514434.1	zinc finger protein 271-like	LOC115225845	115225845		1251	416	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2944073	2946422	-					LOC115225908	115225908		2350		partial
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2944073	2946422	-	XM_029796912.2		XP_029652772.2	zinc finger protein 253-like	LOC115225908	115225908		2191	2191	partial
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2945334	2946422	-	XP_029652772.2		XM_029796912.2	zinc finger protein 253-like	LOC115225908	115225908		930	309	partial
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2967401	2970681	-					LOC115225578	115225578		3281		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2967401	2970681	-	XM_036514447.1		XP_036370340.1	uncharacterized LOC115225578, transcript variant X2	LOC115225578	115225578		2335	2335	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2967401	2970678	-	XM_036514446.1		XP_036370339.1	uncharacterized LOC115225578, transcript variant X1	LOC115225578	115225578		2362	2362	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2967693	2968550	-	XP_036370340.1		XM_036514447.1	uncharacterized protein LOC115225578 isoform X2	LOC115225578	115225578		828	275	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2967693	2968550	-	XP_036370339.1		XM_036514446.1	uncharacterized protein LOC115225578 isoform X1	LOC115225578	115225578		858	285	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2974416	2975789	-					LOC115225580	115225580		1374		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2974416	2975789	-	XM_036514477.1		XP_036370370.1	zinc finger protein 239-like	LOC115225580	115225580		1032	1032	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2974416	2975789	-	XP_036370370.1		XM_036514477.1	zinc finger protein 239-like	LOC115225580	115225580		1032	343	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2984131	3009204	-					LOC115225582	115225582		25074		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2984131	3009204	-	XM_036514419.1		XP_036370312.1	zinc finger protein 62 homolog, transcript variant X2	LOC115225582	115225582		2914	2914	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2984131	2988999	-	XM_036514420.1		XP_036370313.1	zinc finger protein 62 homolog, transcript variant X3	LOC115225582	115225582		3155	3155	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2984131	2988999	-	XM_036514418.1		XP_036370311.1	zinc finger protein 62 homolog, transcript variant X1	LOC115225582	115225582		3239	3239	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2984299	3007684	-	XP_036370312.1		XM_036514419.1	zinc finger protein 62 homolog isoform X2	LOC115225582	115225582		2337	778	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2984299	2987186	-	XP_036370313.1		XM_036514420.1	zinc finger protein 62 homolog isoform X3	LOC115225582	115225582		2253	750	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2984299	2987186	-	XP_036370311.1		XM_036514418.1	zinc finger protein 91-like isoform X1	LOC115225582	115225582		2337	778	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2995994	2998993	-					LOC115225581	115225581		3000		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2995994	2998993	-	XM_036514423.1		XP_036370316.1	zinc finger protein 658B-like	LOC115225581	115225581		2713	2713	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2996989	2998854	-	XP_036370316.1		XM_036514423.1	zinc finger protein 658B-like	LOC115225581	115225581		1866	621	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3012811	3014015	+					LOC115225583	115225583		1205		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3012811	3014015	+	XM_029796505.2		XP_029652365.1	zinc finger protein 525-like	LOC115225583	115225583		1205	1205	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3012855	3013958	+	XP_029652365.1		XM_029796505.2	zinc finger protein 525-like	LOC115225583	115225583		1104	367	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3019822	3023811	+					LOC115225584	115225584		3990		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3019822	3023811	+	XM_029796506.2		XP_029652366.2	zinc finger protein 91-like, transcript variant X1	LOC115225584	115225584		2935	2935	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3019822	3023811	+	XM_036514421.1		XP_036370314.1	zinc finger protein 91-like, transcript variant X2	LOC115225584	115225584		2746	2746	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3021457	3023712	+	XP_029652366.2		XM_029796506.2	zinc finger protein 91-like	LOC115225584	115225584		2256	751	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3021457	3023712	+	XP_036370314.1		XM_036514421.1	zinc finger protein 91-like	LOC115225584	115225584		2256	751	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3035325	3042322	-					LOC115225836	115225836		6998		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3035325	3042322	-	XM_029796820.2		XP_029652680.2	zinc finger protein OZF-like	LOC115225836	115225836		2147	2147	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3035335	3036957	-	XP_029652680.2		XM_029796820.2	zinc finger protein OZF-like	LOC115225836	115225836		1623	540	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3080882	3132992	+					LOC115225828	115225828		52111		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3080882	3132992	+	XM_029796797.2		XP_029652657.1	transcriptional repressor NF-X1, transcript variant X1	LOC115225828	115225828		4125	4125	
misc_RNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3080882	3132275	+	XR_005004192.1			transcriptional repressor NF-X1, transcript variant X2	LOC115225828	115225828		3844	3844	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3080882	3132222	+	XM_036514693.1		XP_036370586.1	transcriptional repressor NF-X1, transcript variant X3	LOC115225828	115225828		3848	3848	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3091552	3132044	+	XP_029652657.1		XM_029796797.2	transcriptional repressor NF-X1	LOC115225828	115225828		3606	1201	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3091552	3132044	+	XP_036370586.1		XM_036514693.1	transcriptional repressor NF-X1	LOC115225828	115225828		3606	1201	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3171100	3266696	+					LOC115225771	115225771		95597		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3171100	3266696	+	XM_029796721.2		XP_029652581.1	uncharacterized LOC115225771, transcript variant X1	LOC115225771	115225771		2013	2013	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3171119	3266696	+	XM_036514612.1		XP_036370505.1	uncharacterized LOC115225771, transcript variant X2	LOC115225771	115225771		1867	1867	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3245708	3266696	+	XM_036514613.1		XP_036370506.1	uncharacterized LOC115225771, transcript variant X3	LOC115225771	115225771		1853	1853	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3265129	3266502	+	XP_029652581.1		XM_029796721.2	uncharacterized protein LOC115225771	LOC115225771	115225771		1374	457	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	3265129	3266502	+	XP_036370505.1		XM_036514612.1	uncharacterized protein LOC115225771	LOC115225771	115225771		1374	457	
